Year,Month,SCA,CCA
2022,7,15.38,7.89
2022,8,5.88,0.27
2022,9,1.55,0.53
2022,10,0.33,0.01
2022,11,0.30,0.00
2022,12,0.91,0.16
2023,1,0.63,0.12
2023,2,7.71,1.30
2023,3,1.83,0.34
2023,4,5.14,0.04
2023,5,0.68,0.13
2023,6,0.49,0.03
2023,7,0.38,0.01
2023,8,0.27,1.70
2023,9,0.24,0.00
2023,10,0.34,0.03
2023,11,0.26,0.15
2023,12,0.11,0.00
2024,1,0.37,0.00
2024,2,1.85,1.60
2024,3,1.50,0.64
2024,4,7.34,1.61
