Year,Month,SCA,CCA
2009,8,22.25,18.28
2009,9,16.33,13.45
2009,10,7.99,2.88
2009,11,0.84,0.41
2009,12,0.01,0.01
2010,1,0.05,0.01
2010,2,0.00,0.00
2010,3,0.01,0.01
2010,4,0.22,0.86
2010,5,5.66,20.30
2010,6,18.01,15.28
2010,7,21.27,4.56
2010,8,14.78,4.51
2010,9,12.37,4.21
2010,10,3.72,0.31
2010,11,0.34,0.30
2010,12,0.01,0.01
2011,1,0.04,0.01
2011,2,0.08,0.32
2011,3,0.02,0.00
2011,4,0.04,0.00
2011,5,0.08,0.11
2011,6,23.46,22.66
2011,7,27.39,33.75
2011,8,25.10,20.26
2011,9,18.03,0.54
2011,10,7.27,1.43
2011,11,0.44,0.03
2011,12,0.06,0.20
2012,1,0.03,0.01
2012,2,0.06,0.01
2012,3,0.01,0.00
2012,4,1.94,13.31
2012,5,10.71,13.44
2012,6,16.35,16.06
2012,7,11.81,3.44
2012,8,15.15,21.45
2012,9,8.18,6.02
2012,10,1.78,8.08
2012,11,0.07,2.60
2012,12,0.01,0.71
2013,1,0.08,0.39
2013,2,0.05,0.01
2013,3,0.01,0.06
2013,4,0.01,0.75
2013,5,4.14,11.36
2013,6,21.36,14.12
2013,7,19.33,9.83
2013,8,16.94,11.89
2013,9,11.12,10.32
2013,10,7.29,11.59
2013,11,1.02,1.76
2013,12,0.02,0.14
2014,1,0.05,0.00
2014,2,0.01,0.00
2014,3,0.02,0.09
2014,4,0.01,0.02
2014,5,0.08,3.89
2014,6,18.62,16.05
2014,7,14.17,13.57
2014,8,7.33,5.02
2014,9,5.55,13.93
2014,10,0.70,1.52
2014,11,0.01,0.47
2014,12,0.01,0.04
2015,1,0.01,0.24
2015,2,0.05,0.01
2015,3,2.83,8.02
2015,4,1.95,0.52
2015,5,0.48,0.27
2015,6,0.25,0.85
2015,7,16.74,14.45
2015,8,29.55,34.49
2015,9,20.58,22.57
2015,10,19.33,20.49
2015,11,11.28,1.11
2015,12,1.12,0.19
2016,1,0.02,10.68
2016,2,0.02,0.00
2016,3,0.01,0.07
2016,4,3.70,31.00
2016,5,5.76,47.08
2016,6,26.40,26.83
2016,7,25.18,26.31
2016,8,21.29,0.52
2016,9,17.07,0.12
2016,10,10.06,5.68
2016,11,2.18,0.08
2016,12,0.19,0.02
2017,1,0.04,0.00
2017,2,0.13,0.00
2017,3,0.07,0.01
2017,4,0.04,8.43
2017,5,5.70,36.48
2017,6,28.50,33.58
2017,7,24.31,16.11
2017,8,21.92,9.58
2017,9,17.64,13.39
2017,10,9.37,0.33
2017,11,1.73,3.60
2017,12,0.05,0.33
2018,1,0.05,0.07
2018,2,0.05,0.00
2018,3,0.02,0.00
2018,4,0.02,0.09
2018,5,0.08,11.90
2018,6,20.22,17.90
2018,7,17.12,12.70
2018,8,12.17,1.54
2018,9,5.36,13.68
2018,10,7.65,13.39
2018,11,1.12,0.06
2018,12,0.05,0.02
2019,1,0.03,0.00
2019,2,0.04,0.00
2019,3,0.01,0.03
2019,4,0.27,1.57
2019,5,0.25,11.15
2019,6,14.29,12.89
2019,7,6.30,15.17
2019,8,1.29,0.85
2019,9,2.48,6.44
2019,10,0.01,4.94
2019,11,0.01,0.02
2019,12,0.01,0.00
2020,1,0.06,0.01
2020,2,0.01,0.01
2020,3,0.00,0.02
2020,4,0.08,0.58
2020,5,0.17,8.25
2020,6,11.28,26.68
2020,7,20.28,15.70
2020,8,10.84,1.89
2020,9,5.09,0.84
2020,10,1.25,1.20
2020,11,0.07,0.12
2020,12,0.01,0.01
2021,1,0.04,0.00
2021,2,0.08,0.00
2021,3,0.08,0.01
2021,4,0.01,0.12
2021,5,2.22,2.27
2021,6,4.01,8.49
2021,7,5.41,5.25
2021,8,2.44,7.29
2021,9,3.94,0.54
2021,10,0.04,0.01
2021,11,0.01,0.02
2021,12,0.02,0.00
2022,1,0.02,0.02
2022,2,0.03,0.00
2022,3,0.02,0.00
2022,4,0.05,0.04
2022,5,0.16,10.41
2022,6,19.37,40.52
2022,7,29.71,21.99
2022,8,25.04,6.64
2022,9,18.14,0.77
2022,10,11.44,0.10
2022,11,1.78,3.56
2022,12,0.10,0.01
2023,1,0.05,0.09
2023,2,0.07,0.00
2023,3,0.02,0.00
2023,4,0.07,0.02
2023,5,0.32,8.28
2023,6,1.70,14.91
2023,7,5.92,19.13
2023,8,2.95,11.50
2023,9,2.83,18.60
2023,10,0.05,3.94
2023,11,0.33,0.87
2023,12,0.01,0.03
2024,1,0.00,0.01
2024,2,0.02,0.03
2024,3,0.01,0.01
2024,4,3.80,8.07
