Year,Month,SCA,CCA
2009,3,2.08,27.60
2009,4,3.63,64.11
2009,5,34.75,74.23
2009,6,46.51,56.33
2009,7,56.70,62.80
2009,8,46.43,86.94
2009,9,38.75,68.18
2009,10,25.34,74.88
2009,11,4.05,92.98
2009,12,3.29,68.88
2010,1,4.25,74.07
2010,2,3.72,52.46
2010,3,3.28,41.17
2010,4,7.22,54.24
2010,5,26.17,69.70
2010,6,42.75,80.55
2010,7,65.61,76.06
2010,8,55.18,70.43
2010,9,47.47,80.30
2010,10,34.08,69.83
2010,11,5.27,60.44
2010,12,6.35,70.42
2011,1,3.35,41.06
2011,2,2.74,32.89
2011,3,3.20,69.60
2011,4,7.99,67.40
2011,5,20.21,68.01
2011,6,44.24,75.55
2011,7,65.54,76.10
2011,8,55.72,73.16
2011,9,46.19,82.76
2011,10,32.79,58.57
2011,11,5.63,72.07
2011,12,5.15,37.85
2012,1,3.26,31.17
2012,2,1.53,65.12
2012,3,1.94,42.15
2012,4,4.08,55.12
2012,5,18.15,87.41
2012,6,47.54,73.90
2012,7,61.16,76.40
2012,8,50.89,68.77
2012,9,40.22,66.07
2012,10,30.22,75.59
2012,11,6.00,55.90
2012,12,2.84,86.33
2013,1,3.62,18.89
2013,2,1.83,43.33
2013,3,1.88,43.58
2013,4,2.77,48.33
2013,5,28.44,76.76
2013,6,40.94,84.57
2013,7,56.11,61.21
2013,8,54.32,83.75
2013,9,40.18,58.14
2013,10,28.75,53.77
2013,11,5.36,69.64
2013,12,3.43,41.46
2014,1,3.09,50.02
2014,2,1.84,28.62
2014,3,2.95,55.26
2014,4,9.73,57.22
2014,5,21.81,71.35
2014,6,58.84,77.77
2014,7,52.85,78.20
2014,8,36.06,75.08
2014,9,17.64,83.16
2014,10,9.66,71.79
2014,11,7.24,78.85
2014,12,3.53,56.29
2015,1,2.51,42.96
2015,2,1.95,19.05
2015,3,1.71,43.19
2015,4,3.82,49.99
2015,5,20.75,78.79
2015,6,55.75,77.50
2015,7,57.35,86.15
2015,8,54.50,79.01
2015,9,44.65,65.48
2015,10,33.26,59.88
2015,11,4.37,64.53
2015,12,4.16,65.66
2016,1,2.98,29.93
2016,2,1.93,55.79
2016,3,1.71,12.97
2016,4,5.92,36.82
2016,5,7.82,50.16
2016,6,25.58,54.47
2016,7,29.69,74.55
2016,8,40.21,87.69
2016,9,32.80,46.11
2016,10,11.25,64.36
2016,11,4.45,53.55
2016,12,1.90,69.58
2017,1,1.25,65.22
2017,2,1.34,36.19
2017,3,1.61,44.23
2017,4,2.60,52.10
2017,5,25.75,75.85
2017,6,55.79,90.46
2017,7,61.66,75.16
2017,8,38.09,90.63
2017,9,49.29,78.52
2017,10,29.84,81.14
2017,11,7.64,62.62
2017,12,4.90,67.41
2018,1,3.24,42.65
2018,2,2.32,35.09
2018,3,2.88,57.80
2018,4,13.10,70.37
2018,5,21.32,70.27
2018,6,46.83,79.90
2018,7,62.51,58.63
2018,8,49.21,70.36
2018,9,27.63,89.19
2018,10,29.97,75.48
2018,11,6.73,68.08
2018,12,4.54,47.27
2019,1,3.67,40.78
2019,2,2.56,15.25
2019,3,1.96,36.77
2019,4,5.69,55.68
2019,5,17.95,60.41
2019,6,57.05,74.90
2019,7,49.39,84.76
2019,8,48.11,73.36
2019,9,35.13,72.89
2019,10,28.72,69.34
2019,11,5.59,76.81
2019,12,4.63,63.14
2020,1,3.58,37.90
2020,2,2.33,39.20
2020,3,2.31,43.58
2020,4,6.37,57.40
2020,5,23.81,65.17
2020,6,43.65,80.30
2020,7,67.13,81.36
2020,8,53.92,80.12
2020,9,47.70,61.79
2020,10,35.16,60.13
2020,11,6.28,59.19
2020,12,5.12,67.61
2021,1,2.92,40.14
2021,2,2.61,14.79
2021,3,1.73,11.67
2021,4,2.96,75.55
2021,5,16.05,52.67
2021,6,49.59,72.41
2021,7,49.76,72.78
2021,8,38.38,76.09
2021,9,30.86,78.89
2021,10,8.49,60.07
2021,11,4.12,48.27
2021,12,3.08,25.67
2022,1,2.12,47.40
2022,2,1.33,38.29
2022,3,2.43,60.25
2022,4,5.97,76.13
2022,5,33.69,63.51
2022,6,67.09,63.00
2022,7,64.94,89.32
2022,8,64.20,76.23
2022,9,36.94,75.33
2022,10,27.84,70.04
2022,11,5.72,53.65
2022,12,3.32,61.37
2023,1,1.93,45.69
2023,2,1.55,38.49
2023,3,2.07,47.00
2023,4,3.38,51.79
2023,5,27.20,78.32
2023,6,59.95,75.77
2023,7,68.07,81.31
2023,8,53.31,87.46
2023,9,46.69,73.27
2023,10,36.52,57.80
2023,11,12.01,82.30
2023,12,6.24,47.35
2024,1,3.86,30.19
2024,2,2.42,29.48
2024,3,3.70,60.00
2024,4,9.12,57.40
