Year,Month,SCA,CCA
2008,8,71.82,60.55
2008,9,25.63,38.72
2008,10,21.24,49.03
2008,11,20.87,37.59
2008,12,17.02,49.16
2009,1,17.73,43.75
2009,2,18.39,33.38
2009,3,19.87,30.70
2009,4,21.45,44.56
2009,5,32.06,63.80
2009,6,45.03,50.37
2009,7,36.65,42.54
2009,8,28.12,54.61
2009,9,24.14,51.24
2009,10,21.73,40.32
2009,11,17.07,65.60
2009,12,15.81,40.15
2010,1,14.92,44.06
2010,2,18.08,39.05
2010,3,19.73,39.46
2010,4,20.77,45.72
2010,5,25.98,32.43
2010,6,34.54,60.75
2010,7,44.28,57.18
2010,8,34.91,53.02
2010,9,22.48,50.70
2010,10,21.08,44.46
2010,11,21.03,41.23
2010,12,15.92,49.79
2011,1,17.12,45.63
2011,2,18.72,33.74
2011,3,18.42,34.72
2011,4,22.28,32.94
2011,5,28.49,40.65
2011,6,33.07,47.38
2011,7,65.77,67.40
2011,8,66.29,61.87
2011,9,23.99,65.81
2011,10,21.87,41.80
2011,11,21.07,51.89
2011,12,17.06,30.69
2012,1,17.83,47.58
2012,2,18.45,38.72
2012,3,20.39,38.59
2012,4,21.34,26.39
2012,5,29.54,49.30
2012,6,48.80,48.39
2012,7,60.23,55.28
2012,8,28.75,48.62
2012,9,20.98,43.41
2012,10,21.81,36.55
2012,11,20.71,51.18
2012,12,16.20,66.59
2013,1,17.56,39.77
2013,2,18.28,37.73
2013,3,19.24,25.56
2013,4,21.62,25.27
2013,5,26.81,42.39
2013,6,45.98,51.12
2013,7,32.82,34.34
2013,8,25.38,47.22
2013,9,25.31,40.29
2013,10,21.54,39.13
2013,11,21.42,39.97
2013,12,16.18,58.53
2014,1,16.21,54.18
2014,2,18.60,50.58
2014,3,19.19,35.03
2014,4,21.03,25.43
2014,5,29.01,40.18
2014,6,35.90,37.70
2014,7,47.20,47.67
2014,8,55.96,72.29
2014,9,24.02,44.07
2014,10,21.63,43.87
2014,11,20.69,53.10
2014,12,16.50,56.60
2015,1,17.50,39.57
2015,2,19.05,36.15
2015,3,20.06,39.98
2015,4,21.28,37.34
2015,5,26.78,44.38
2015,6,42.84,58.29
2015,7,66.18,67.49
2015,8,40.66,53.73
2015,9,26.19,39.60
2015,10,21.96,42.21
2015,11,20.86,46.75
2015,12,17.05,47.15
2016,1,18.19,30.72
2016,2,18.95,43.21
2016,3,19.74,32.47
2016,4,21.44,37.31
2016,5,22.87,16.04
2016,6,27.69,41.50
2016,7,27.74,28.62
2016,8,24.81,44.96
2016,9,22.54,29.44
2016,10,21.11,28.15
2016,11,17.45,45.47
2016,12,14.66,53.28
2017,1,15.41,54.75
2017,2,18.79,44.03
2017,3,19.27,37.57
2017,4,19.67,38.96
2017,5,25.73,41.51
2017,6,38.60,52.90
2017,7,30.51,42.58
2017,8,26.96,46.33
2017,9,23.53,43.17
2017,10,21.17,42.55
2017,11,20.90,35.01
2017,12,16.61,49.86
2018,1,16.97,55.77
2018,2,18.38,36.28
2018,3,18.98,34.96
2018,4,21.09,53.72
2018,5,26.63,37.09
2018,6,58.27,43.47
2018,7,57.17,50.83
2018,8,30.75,51.97
2018,9,24.37,48.56
2018,10,21.72,30.25
2018,11,20.54,36.28
2018,12,16.66,45.57
2019,1,17.20,54.12
2019,2,18.52,45.06
2019,3,19.55,44.07
2019,4,21.32,28.39
2019,5,25.83,36.05
2019,6,34.95,59.82
2019,7,40.69,54.13
2019,8,25.94,35.60
2019,9,23.00,31.34
2019,10,21.90,40.82
2019,11,20.18,49.85
2019,12,16.40,45.69
2020,1,17.24,55.94
2020,2,18.55,42.09
2020,3,20.02,50.32
2020,4,21.06,27.18
2020,5,25.21,46.87
2020,6,56.36,47.66
2020,7,84.96,39.72
2020,8,45.69,57.03
2020,9,22.96,41.05
2020,10,21.79,41.46
2020,11,20.27,50.68
2020,12,17.26,48.05
2021,1,17.84,52.63
2021,2,19.78,41.33
2021,3,19.81,21.29
2021,4,21.31,29.87
2021,5,26.17,46.30
2021,6,59.20,61.49
2021,7,41.55,52.18
2021,8,24.54,48.78
2021,9,22.93,45.38
2021,10,21.32,27.87
2021,11,20.35,26.52
2021,12,18.04,30.89
2022,1,17.95,43.26
2022,2,19.04,42.27
2022,3,19.35,44.82
2022,4,21.51,46.28
2022,5,26.38,30.20
2022,6,29.58,27.64
2022,7,66.98,59.79
2022,8,26.83,43.93
2022,9,23.00,33.76
2022,10,21.40,44.43
2022,11,20.80,32.98
2022,12,17.30,32.30
2023,1,19.11,31.95
2023,2,18.59,43.81
2023,3,19.85,33.50
2023,4,23.08,30.15
2023,5,27.57,33.07
2023,6,34.19,44.24
2023,7,76.85,56.14
2023,8,45.01,57.21
2023,9,23.28,41.75
2023,10,22.54,36.58
2023,11,20.74,36.25
2023,12,17.11,38.36
2024,1,16.66,45.84
2024,2,20.25,35.62
2024,3,19.32,36.75
2024,4,24.05,31.45
