Year,Month,SCA,CCA
2015,7,54.07,61.43
2015,8,38.89,59.33
2015,9,14.46,49.29
2015,10,6.38,44.54
2015,11,2.92,48.33
2015,12,1.95,46.81
2016,1,2.76,40.02
2016,2,3.07,48.07
2016,3,5.81,43.10
2016,4,16.92,46.94
2016,5,20.82,24.93
2016,6,25.38,46.21
2016,7,34.31,43.34
2016,8,22.58,46.95
2016,9,10.79,44.49
2016,10,5.15,38.50
2016,11,2.24,39.11
2016,12,2.37,43.68
2017,1,2.31,53.92
2017,2,4.17,47.33
2017,3,6.56,48.06
2017,4,11.32,33.65
2017,5,25.59,44.43
2017,6,41.24,51.43
2017,7,29.25,47.62
2017,8,20.65,52.77
2017,9,10.50,48.54
2017,10,5.21,50.54
2017,11,3.28,44.48
2017,12,1.96,54.30
2018,1,2.59,48.75
2018,2,3.13,46.41
2018,3,6.68,43.93
2018,4,13.88,52.16
2018,5,23.23,42.42
2018,6,36.57,44.33
2018,7,44.39,46.25
2018,8,22.40,50.79
2018,9,14.13,46.11
2018,10,5.77,41.27
2018,11,2.42,42.20
2018,12,2.39,48.39
2019,1,2.34,44.30
2019,2,3.41,44.77
2019,3,5.74,55.08
2019,4,12.01,35.51
2019,5,24.31,34.36
2019,6,39.62,61.72
2019,7,41.87,65.36
2019,8,23.98,43.53
2019,9,12.29,42.84
2019,10,6.93,51.17
2019,11,2.81,48.33
2019,12,2.04,43.83
2020,1,2.08,53.90
2020,2,3.33,34.37
2020,3,5.62,46.84
2020,4,11.47,29.66
2020,5,18.97,56.93
2020,6,45.91,43.58
2020,7,61.42,42.65
2020,8,37.73,51.26
2020,9,12.32,45.24
2020,10,4.55,52.98
2020,11,3.12,56.85
2020,12,1.92,49.41
2021,1,2.99,54.59
2021,2,3.39,49.09
2021,3,6.64,36.63
2021,4,9.80,41.21
2021,5,20.04,51.22
2021,6,36.74,52.84
2021,7,37.18,61.77
2021,8,22.15,53.62
2021,9,12.44,53.78
2021,10,5.27,40.36
2021,11,2.82,40.58
2021,12,2.89,34.39
2022,1,2.76,39.50
2022,2,4.05,41.99
2022,3,6.55,47.87
2022,4,12.69,50.61
2022,5,23.05,35.55
2022,6,33.20,36.54
2022,7,47.37,53.07
2022,8,24.06,54.54
2022,9,13.12,47.07
2022,10,5.98,57.06
2022,11,3.34,41.84
2022,12,2.10,36.00
2023,1,3.03,37.67
2023,2,3.75,48.83
2023,3,7.95,50.67
2023,4,14.56,34.44
2023,5,24.63,41.01
2023,6,33.35,48.86
2023,7,43.96,47.01
2023,8,31.20,60.48
2023,9,18.70,45.64
2023,10,6.39,47.17
2023,11,4.05,47.08
2023,12,2.80,36.75
2024,1,3.28,45.44
2024,2,4.08,44.02
2024,3,8.36,37.20
2024,4,18.53,43.76
