Year,Month,SCA,CCA
2014,7,22.52,17.46
2014,8,17.85,8.39
2014,9,14.01,17.28
2014,10,4.68,2.74
2014,11,0.11,0.09
2014,12,0.02,0.03
2015,1,0.02,0.73
2015,2,0.11,0.40
2015,3,2.48,8.28
2015,4,1.10,0.18
2015,5,0.53,2.28
2015,6,0.51,1.46
2015,7,22.37,23.25
2015,8,31.26,36.05
2015,9,24.04,17.09
2015,10,23.12,21.50
2015,11,16.26,2.39
2015,12,4.14,0.30
2016,1,0.09,14.18
2016,2,0.06,0.37
2016,3,0.03,0.57
2016,4,6.76,37.33
2016,5,13.29,47.07
2016,6,31.32,22.34
2016,7,29.39,31.09
2016,8,24.64,2.41
2016,9,20.20,0.79
2016,10,13.76,11.91
2016,11,4.94,0.32
2016,12,1.22,0.38
2017,1,0.10,0.00
2017,2,0.26,0.04
2017,3,0.18,0.09
2017,4,0.45,3.26
2017,5,14.88,36.61
2017,6,28.86,28.92
2017,7,25.56,8.68
2017,8,22.13,8.49
2017,9,17.09,17.06
2017,10,10.52,1.27
2017,11,1.77,5.76
2017,12,0.08,0.14
2018,1,0.13,1.62
2018,2,0.11,0.04
2018,3,0.14,0.03
2018,4,0.05,0.09
2018,5,0.19,20.14
2018,6,28.24,14.18
2018,7,24.63,13.51
2018,8,19.29,2.32
2018,9,12.11,12.14
2018,10,9.20,13.20
2018,11,1.73,0.15
2018,12,0.08,0.30
2019,1,0.03,0.06
2019,2,0.06,0.01
2019,3,0.03,0.16
2019,4,0.60,1.64
2019,5,0.54,6.77
2019,6,18.19,20.69
2019,7,11.54,17.63
2019,8,4.62,6.72
2019,9,4.29,10.42
2019,10,0.06,8.18
2019,11,0.03,0.02
2019,12,0.02,0.01
2020,1,0.16,0.06
2020,2,0.03,0.03
2020,3,0.00,0.48
2020,4,0.87,3.71
2020,5,0.50,4.47
2020,6,14.66,35.08
2020,7,28.17,19.61
2020,8,20.19,0.89
2020,9,13.51,1.72
2020,10,4.32,0.46
2020,11,0.21,0.33
2020,12,0.05,0.02
2021,1,0.10,0.41
2021,2,0.24,0.18
2021,3,0.27,0.28
2021,4,0.04,0.19
2021,5,3.49,3.95
2021,6,6.78,9.23
2021,7,11.91,4.62
2021,8,8.90,12.63
2021,9,13.07,2.14
2021,10,1.37,0.03
2021,11,0.04,0.11
2021,12,0.03,0.03
2022,1,0.04,0.03
2022,2,0.06,0.01
2022,3,0.04,0.03
2022,4,0.46,0.36
2022,5,0.28,9.53
2022,6,20.91,38.04
2022,7,38.10,15.67
2022,8,30.70,4.24
2022,9,22.34,4.92
2022,10,14.29,0.18
2022,11,2.43,2.89
2022,12,0.22,0.08
2023,1,0.11,0.46
2023,2,0.18,0.01
2023,3,0.04,0.00
2023,4,0.16,0.09
2023,5,1.07,15.94
2023,6,2.77,19.35
2023,7,17.07,26.02
2023,8,14.17,17.45
2023,9,15.61,30.92
2023,10,6.92,8.72
2023,11,2.95,3.58
2023,12,0.09,0.09
2024,1,0.01,0.06
2024,2,0.04,0.02
2024,3,0.03,0.06
2024,4,3.07,5.62
