Year,Month,SCA,CCA
2006,7,36.42,44.00
2006,8,36.00,41.97
2006,9,31.45,20.92
2006,10,28.71,25.61
2006,11,21.09,2.22
2006,12,12.84,0.34
2007,1,5.79,0.16
2007,2,5.18,2.47
2007,3,5.02,9.40
2007,4,8.13,9.72
2007,5,15.49,34.25
2007,6,37.73,28.60
2007,7,39.67,36.77
2007,8,38.25,16.63
2007,9,30.66,11.15
2007,10,22.85,6.50
2007,11,13.40,2.21
2007,12,5.90,0.31
2008,1,3.00,0.14
2008,2,3.42,0.55
2008,3,5.85,2.10
2008,4,5.02,5.79
2008,5,26.25,34.97
2008,6,35.55,20.72
2008,7,34.20,39.73
2008,8,37.60,23.73
2008,9,32.94,20.22
2008,10,27.11,6.98
2008,11,19.53,0.11
2008,12,9.39,0.43
2009,1,4.06,0.22
2009,2,2.91,0.29
2009,3,3.05,0.14
2009,4,2.42,1.60
2009,5,12.88,27.35
2009,6,25.14,40.34
2009,7,39.25,21.20
2009,8,36.46,41.17
2009,9,34.61,26.33
2009,10,29.32,27.41
2009,11,22.17,28.59
2009,12,14.26,0.39
2010,1,6.12,0.03
2010,2,2.91,0.06
2010,3,2.36,0.06
2010,4,2.26,5.00
2010,5,15.52,23.56
2010,6,32.33,29.59
2010,7,39.63,10.43
2010,8,34.54,16.01
2010,9,26.20,15.26
2010,10,17.02,11.90
2010,11,13.26,2.58
2010,12,4.85,0.77
2011,1,3.00,0.19
2011,2,3.43,4.72
2011,3,2.45,0.29
2011,4,7.31,9.29
2011,5,6.87,9.82
2011,6,22.43,35.19
2011,7,38.97,16.57
2011,8,37.59,44.73
2011,9,29.79,5.40
2011,10,21.32,12.34
2011,11,12.65,1.49
2011,12,3.99,0.58
2012,1,2.53,0.28
2012,2,1.97,0.97
2012,3,1.84,0.07
2012,4,10.36,20.49
2012,5,20.95,30.11
2012,6,32.28,42.84
2012,7,31.88,18.14
2012,8,32.56,35.54
2012,9,26.37,15.64
2012,10,24.17,30.48
2012,11,15.92,7.37
2012,12,9.29,12.65
2013,1,3.50,1.06
2013,2,2.81,2.22
2013,3,1.99,2.51
2013,4,3.84,4.14
2013,5,19.81,24.53
2013,6,33.96,21.09
2013,7,35.15,29.73
2013,8,34.05,20.10
2013,9,27.79,35.01
2013,10,22.36,11.72
2013,11,14.64,2.28
2013,12,5.57,0.87
2014,1,2.31,0.12
2014,2,2.88,0.35
2014,3,3.56,1.33
2014,4,4.34,3.35
2014,5,26.29,21.35
2014,6,38.07,32.09
2014,7,33.28,30.14
2014,8,30.87,21.09
2014,9,28.79,42.80
2014,10,20.92,9.85
2014,11,11.36,10.43
2014,12,5.71,1.86
2015,1,2.30,0.40
2015,2,2.83,1.62
2015,3,3.40,9.64
2015,4,3.39,0.55
2015,5,4.31,9.78
2015,6,8.28,20.19
2015,7,32.30,46.18
2015,8,36.79,47.57
2015,9,32.84,44.15
2015,10,30.18,41.16
2015,11,23.75,6.69
2015,12,15.40,2.28
2016,1,7.27,22.80
2016,2,3.61,0.17
2016,3,2.61,6.48
2016,4,11.06,49.40
2016,5,26.16,54.46
2016,6,36.05,27.38
2016,7,36.05,35.52
2016,8,31.03,10.77
2016,9,25.13,4.27
2016,10,21.96,20.33
2016,11,15.05,1.77
2016,12,9.50,3.99
2017,1,3.72,0.08
2017,2,2.92,0.83
2017,3,3.35,1.31
2017,4,7.77,7.90
2017,5,27.38,38.78
2017,6,35.07,37.59
2017,7,33.78,23.52
2017,8,33.58,26.19
2017,9,27.02,31.46
2017,10,21.69,15.25
2017,11,12.15,12.30
2017,12,4.30,0.34
2018,1,2.93,3.74
2018,2,2.05,0.22
2018,3,2.01,0.05
2018,4,2.31,2.26
2018,5,7.67,29.53
2018,6,33.66,32.95
2018,7,33.63,25.51
2018,8,30.25,9.32
2018,9,24.47,34.05
2018,10,24.15,26.55
2018,11,16.07,4.22
2018,12,8.79,2.74
2019,1,3.53,1.46
2019,2,2.18,0.37
2019,3,1.98,0.48
2019,4,2.76,1.23
2019,5,4.21,30.34
2019,6,26.76,54.59
2019,7,30.84,28.39
2019,8,24.08,28.39
2019,9,21.70,15.01
2019,10,12.39,23.56
2019,11,4.66,0.29
2019,12,1.91,0.25
2020,1,1.50,0.26
2020,2,1.42,0.05
2020,3,1.43,0.12
2020,4,4.56,10.52
2020,5,6.62,18.39
2020,6,25.13,58.33
2020,7,39.70,43.46
2020,8,33.47,4.25
2020,9,28.27,6.71
2020,10,19.21,0.42
2020,11,8.93,0.55
2020,12,2.96,0.06
2021,1,1.83,9.52
2021,2,9.14,3.15
2021,3,3.74,4.55
2021,4,2.76,1.53
2021,5,10.00,27.15
2021,6,23.75,26.24
2021,7,25.53,6.63
2021,8,22.09,29.03
2021,9,25.43,8.22
2021,10,13.03,0.46
2021,11,3.73,0.24
2021,12,1.86,0.31
2022,1,1.35,0.46
2022,2,1.59,0.42
2022,3,1.44,0.92
2022,4,4.37,8.94
2022,5,14.31,23.06
2022,6,30.76,42.57
2022,7,39.57,26.71
2022,8,35.05,8.28
2022,9,26.32,12.77
2022,10,17.38,9.28
2022,11,7.95,13.89
2022,12,2.56,0.16
2023,1,2.67,0.59
2023,2,1.82,0.07
2023,3,1.44,0.01
2023,4,1.64,8.64
2023,5,7.05,22.38
2023,6,19.62,46.10
2023,7,31.10,41.27
2023,8,30.76,34.81
2023,9,34.19,54.05
2023,10,28.51,27.72
2023,11,23.27,14.83
2023,12,14.78,1.24
2024,1,6.31,0.09
2024,2,2.41,0.43
2024,3,1.67,0.34
2024,4,5.53,22.66
