Year,Month,SCA,CCA
2022,2,0.37,13.82
2022,3,0.92,15.52
2022,4,2.43,44.59
2022,5,6.46,25.20
2022,6,10.39,76.69
2022,7,26.23,64.88
2022,8,18.07,44.61
2022,9,12.13,26.91
2022,10,6.52,38.86
2022,11,3.85,23.37
2022,12,1.98,10.51
2023,1,0.90,0.30
2023,2,0.48,6.07
2023,3,0.34,21.96
2023,4,0.48,19.84
2023,5,4.69,32.02
2023,6,13.64,61.88
2023,7,18.46,72.90
2023,8,11.48,59.94
2023,9,11.67,48.31
2023,10,7.51,25.07
2023,11,4.23,33.57
2023,12,2.88,4.01
2024,1,1.51,1.63
2024,2,0.73,4.20
2024,3,0.60,3.49
2024,4,1.81,30.38
